NOM_AGENCE;NUM_AGENCE;NOM_DOSSIER;DAT_RECEPT;NUM_AGREMENT;LOT_NUM_REF;LOT_ADR_1;LOT_ADR_2;LOT_CP;LOT_VILLE;MNT_LOYER;LOT_TYP;LOT_MEUBLE;LOT_SUPERFICIE;PRES_DOS_FIC;NOM_REFERENT;DAT_DEB_TRAIT;DAT_COMPLET;DAT_INFO_AGENCE;FLG_COMPLET;JUST_MANQ;DAT_JUST_MANQ;RESULT_EFF;DOSS_PHASE;DOSS_STATUT;FLG_GARANTI;NUM_CONTRAT;CAUSE_REFUS;DOSS_COMMENT;DAT_SIGN_BAIL;DAT_EFF_BAIL;NB_LOC
Simon - Masson;+33 377868827;Renard;02/09/2019 17:29:38;AGR_2019090219TE;016614J_af7a9550-2ed7-4358-8382-aa3ab0039f50;539 Alice Dauphine;;22950;Lake Mattéo;93.42;t2;ABS;65453;OUI;Caron;03/09/2019 17:09:06;09/09/2019 12:09:27;09/09/2019 12:35:36;OUI;;05/09/2019 13:30:30;;Terminé;REFUSE;NON;0252186766;TAUX EFF;Quia autem assumenda quae. Commodi consequuntur odit voluptates dolorum et consequatur nesciunt quam. Quod beatae facilis fugit dolorum. Quo sed error recusandae eum enim.;;09/09/2019;1
Clement, Lecomte and Prevost;0523398101;Charpentier;06/09/2019 11:17:11;AGR_201909060SKN;22311_73fea18e-0dec-4673-85a3-10de279849ae;588 Adam de Solférino;;60145;Perezfurt;583.83;f2;ABS;14926;OUI;Fernandez;07/09/2019 09:46:40;07/09/2019 10:08:28;09/09/2019 12:40:02;OUI;;;;Terminé;REFUSE;NON;0658296154;TAUX EFF;Earum ea numquam sed quas sint saepe maxime quo qui. Quis explicabo beatae quam. Et nemo et itaque distinctio. Totam eius reprehenderit deleniti qui cum sapiente aliquam. Hic ipsum qui et iusto nam soluta. Earum sint reiciendis cumque.;;06/09/2019;1
Roche, Marie and Brun;+33 104173401;Aubert;27/08/2019 17:00:31;AGR_201908271B8V;2134_fdb891e2-a8ef-4e6f-ab92-208be8b255c3;5177 Roux du Faubourg Saint-Honoré;;88719;Barbierfurt;557.09;f1;ABS;67248;OUI;Denis;28/08/2019 13:57:28;28/08/2019 14:16:46;29/08/2019 11:06:31;OUI;;;;Terminé;ACCEPTE;OUI;0493923532;;Corrupti ut ducimus doloremque nihil. Consequatur suscipit nam est aut repudiandae. Nostrum voluptas quo ut aut aut in. Expedita minima error officiis maxime est.;;02/09/2019;2
Bertrand, Morel and Leroux;+33 468691528;Morin;06/09/2019 17:21:25;AGR_201909061C7P;40639_425ecbb5-0f87-4ed7-a1ae-f9bc0ddafcc6;697 Roche de la Chaussée-d'Antin;;72298;Blanchardfort;710.90;f2;ABS;6599;OUI;Colin;09/09/2019 09:48:34;09/09/2019 09:49:42;09/09/2019 12:47:23;OUI;;;;Terminé;REFUSE;NON;+33 495839300;TAUX EFF;Et explicabo non et qui eos quaerat commodi voluptatibus quibusdam. Excepturi quod voluptatem aut aperiam sapiente. Sunt perspiciatis in assumenda. Quia alias repellat laudantium.;;10/10/2019;2
Perrin, Dupuy and Benoit;+33 463384107;Brun;03/09/2019 13:54:07;AGR_2019090312M7;42880_d2ca8c63-b6bf-4b7b-b4db-d2a0d8ca700b;0022 Lambert de Rivoli;;40590;Lake Pauline;22.46;t1;ABS;83719;OUI;Lecomte;04/09/2019 11:37:20;04/09/2019 11:44:05;05/09/2019 17:28:42;OUI;;;;Terminé;ACCEPTE;OUI;0112339249;;Vitae qui tempora eaque. Voluptas quam molestiae facere maxime id ut sed aut in. Assumenda aperiam quia eligendi non voluptatem placeat. Nostrum est assumenda non. Commodi repellat qui.;;15/09/2019;1
Le roux, Fabre and Mathieu;0443177309;Pierre;30/07/2019 11:35:24;AGR_201907300W70;040730W_cd9166f4-db5d-472f-a285-6ca64a487fbc;5287 Léo de Presbourg;;41350;Dumasburgh;125.94;f2;ABS;35252;OUI;Berger;31/07/2019 09:52:30;31/07/2019 10:01:12;31/07/2019 18:07:45;OUI;;;;Terminé;ACCEPTE;OUI;0148723807;;Est optio ipsum corrupti blanditiis hic magnam dolorum. Atque excepturi dolore laborum tempore deleniti illum ut provident unde. Cum in qui aliquam qui dolorem aut ut tempore. Eos pariatur adipisci eos et dolorem. Facilis rerum maiores hic.;;01/09/2019;1
Maillard - Rey;0752821636;Laurent;23/08/2019 17:47:22;AGR_201908231DEY;100042R_59037136-6626-46cc-a1d5-bb41cff33bb0;67713 Louna Saint-Bernard;;34846;Julesberg;76.24;f2;ABS;47489;OUI;Lucas;26/08/2019 13:54:14;28/08/2019 17:48:01;29/08/2019 15:34:04;OUI;;27/08/2019 11:01:52;;Terminé;ACCEPTE;OUI;+33 657714979;;Accusamus ex nam exercitationem voluptatem illo qui praesentium earum rerum. In quas ea at eius dignissimos. Consequatur et mollitia.;;26/08/2019;1
Philippe SAS;0402009487;Lemoine;01/08/2019 12:24:46;AGR_201908010YHA;100320T_bdb1ee38-c041-4614-8563-5b9dcc46fcd1;9198 Jade des Francs-Bourgeois;;74561;Lake Baptiste;435.37;t3;ABS;73768;OUI;Paul;02/08/2019 09:15:36;06/08/2019 12:31:16;06/08/2019 17:57:24;OUI;;06/08/2019 12:05:04;;Terminé;ACCEPTE;OUI;0366287719;;Aspernatur aut illo nihil autem dolorum totam quia quaerat laboriosam. Distinctio aut sunt quo quod. Voluptas doloribus vel quia et eos. Assumenda asperiores dolorum ipsam cum est.;;15/08/2019;1
Renault, Charles and Roche;+33 109811648;Carre;13/08/2019 17:01:36;AGR_201908131BAO;100320T_0f132d7d-0a5f-4379-ac7e-adc104c901e5;234 Carpentier des Lombards;;98088;South Mohamed;612.33;t1;ABS;28895;NON;Andre;15/08/2019 14:05:31;15/08/2019 16:39:29;16/08/2019 15:28:54;OUI;;14/08/2019 17:57:04;;Terminé;ACCEPTE;OUI;0219344934;;Ut tenetur molestiae. At dolor magnam non quo sunt. Molestiae aut perspiciatis. Sunt eum sed magni nulla consequatur minima ad sit.;;30/08/2019;3
Gautier, Cousin and Leroy;+33 251939251;Lucas;29/08/2019 12:58:09;AGR_20190829100X;undefined_9550ac3c-6350-40c7-8f1b-6e93dc758607;0822 Dupuis de la Ferronnerie;;22880;Lake Maevabury;496.72;t2;ABS;10848;OUI;Gauthier;30/08/2019 11:49:18;05/09/2019 10:29:35;09/09/2019 16:58:40;OUI;;05/09/2019 10:11:05;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0471908562;;Atque ab cupiditate consequuntur ipsam sed aliquam. Dolorum explicabo sunt itaque sint. Molestias doloribus voluptatum beatae quae numquam quod consequuntur odit.;;01/09/2019;2
Bernard SA;0281253306;Perrin;19/08/2019 12:07:47;AGR_201908190XOZ;100320T_cc2944b6-1301-4b86-ab1a-b61970a0224d;8659 Meunier de la Chaussée-d'Antin;;11954;Théoburgh;769.10;f1;ABS;26040;OUI;Laine;19/08/2019 13:55:55;19/08/2019 14:11:00;20/08/2019 16:04:54;OUI;;;;Terminé;ACCEPTE;OUI;0456545822;;Quo consequatur odio adipisci. Aperiam placeat minima ut quia rem excepturi. Ipsam eaque reiciendis sed ipsa consequuntur delectus est nulla praesentium.;;19/08/2019;2
Gautier, Joly and Legrand;0124240644;Berger;30/08/2019 15:19:34;AGR_2019083016KM;28595_01a75cee-8364-483b-b6d4-a85466400c13;402 Lucie Lepic;;61528;Enzohaven;0.56;f2;ABS;9641;OUI;Lambert;31/08/2019 12:07:13;31/08/2019 12:13:05;09/09/2019 17:07:05;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;+33 653099467;;Et nostrum voluptatibus consequatur sunt porro molestiae veritatis necessitatibus. Voluptatem et aut voluptas beatae commodi sit ipsum nulla provident. Aut quia quia dolorem sint magnam veritatis excepturi.;;01/09/2019;1
Louis - Rolland;+33 357933622;Roger;03/08/2019 13:22:00;AGR_20190803114O;151252E_3b94fba8-1dd5-423f-b5ff-3cf9a431206e;560 Kylian de la Ferronnerie;;32254;Leroyfort;558.61;t3;ABS;59219;NON;Poirier;06/09/2019 10:26:29;;;NON;;22/08/2019 17:23:00;;Réception;EN COURS;;0310409582;;Ea in qui voluptatem. Ut aut sunt qui maiores expedita sit quia hic. Aut et non voluptatibus. Sunt earum maiores ipsa eum architecto occaecati velit doloremque.;;25/08/2019;2
Denis GIE;+33 577483265;Vasseur;30/08/2019 15:43:13;AGR_2019083017O1;undefined_ef4139f7-e935-4413-8384-a7982089324b;22201 Maxence du Faubourg-Saint-Denis;;08763;Inesborough;437.64;f1;ABS;48556;OUI;Nicolas;02/09/2019 17:26:26;02/09/2019 17:38:18;09/09/2019 17:10:08;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0361523629;;Amet eius magni perspiciatis laborum quos eveniet dolor autem. Facilis sit facere est porro in placeat aspernatur nobis corporis. Omnis et magni. Cupiditate excepturi qui sequi sapiente in id sequi quaerat odio. Amet tenetur aliquam dolorem.;;02/09/2019;2
Rey EURL;0470412760;Denis;30/08/2019 15:51:09;AGR_201908301819;006589M_9cddee5f-fe69-4a8a-a20f-daa2fe985508;902 Maxime de la Pompe;;68634;Port Arthur;858.40;t3;ABS;33129;OUI;Mathieu;02/09/2019 01:11:36;09/09/2019 13:09:14;09/09/2019 17:11:34;OUI;;09/09/2019 12:34:17;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0792926693;;Omnis nobis et est aliquid sunt non molestiae. Enim porro maiores veritatis quisquam non maiores. Natus ut et ipsa exercitationem qui ab occaecati assumenda repellendus. Harum eius nemo suscipit rerum voluptatem sed qui temporibus.;;30/09/2019;1
Leclercq, Charpentier and Paul;+33 115960139;Michel;02/09/2019 16:20:06;AGR_2019090219DI;020816B_b092a893-72c7-41f6-9327-71bf9c640186;6826 Mathieu de Richelieu;;49899;East Axel;72.63;t1;ABS;6849;NON;Fontaine;03/09/2019 17:12:55;03/09/2019 17:36:11;09/09/2019 17:31:23;OUI;;03/09/2019 09:35:33;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;+33 628598862;;Aspernatur doloremque asperiores quaerat nisi at neque quod omnis vel. Quia blanditiis aut et. Pariatur hic eos iure sunt velit sit dolore rerum quaerat. Dolor id laboriosam quasi. Voluptatem et dicta. Et numquam repellat illum voluptatum nihil.;;29/11/2019;2
Hubert, Bonnet and Marchal;+33 160380412;Duval;03/09/2019 14:03:48;AGR_2019090310AC;028624N_9b8cb35a-df2d-45a5-819c-1d3295283683;8553 Michel de Paris;;73896;Maximeberg;867.27;t2;ABS;62331;OUI;Dumont;04/09/2019 11:51:00;04/09/2019 12:56:12;09/09/2019 17:33:21;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0550903936;;Laudantium asperiores blanditiis neque doloremque veniam at magnam. Beatae officiis corrupti exercitationem. Tempora occaecati molestiae ea ad non doloremque modi nesciunt. Sed eaque est est qui a. Error molestiae incidunt aut iusto ut fugiat.;;15/09/2019;1
Brunet, Brunet and Girard;0567853366;Duval;12/08/2019 10:15:54;AGR_201908120SII;022457K_62474ba5-db91-4523-ab4e-7eb199b7fe7a;3900 Leroux de Montmorency;;03227;Lake Mathéo;926.74;t3;ABS;11897;OUI;Robin;13/08/2019 11:10:25;13/08/2019 11:22:43;13/08/2019 14:49:27;OUI;;;;Terminé;ACCEPTE;OUI;0281364749;;Distinctio iusto est atque est tempore sunt placeat fuga. Atque ea voluptatem aut non esse. Tempore voluptas omnis incidunt autem sit veritatis eligendi. At praesentium quasi voluptatibus est nemo et repudiandae ratione labore. Vitae quis eos nemo quia sed officia amet dolorum amet.;;01/09/2019;1
Roche - Roux;0157197356;Olivier;03/09/2019 17:45:52;AGR_201909031DCG;2573_0a1bbeaf-37a6-4d32-be1c-01af42d9643d;37258 Juliette des Panoramas;;43561;South Clémencehaven;872.39;f1;ABS;40081;NON;Perrin;09/09/2019 16:28:02;09/09/2019 16:41:06;09/09/2019 17:41:25;OUI;;06/09/2019 12:21:04;;Terminé;REFUSE;NON;0424583899;TAUX EFF;Vero aut possimus aut consectetur aut. Nihil asperiores quisquam et eos in numquam eveniet sunt. Earum placeat numquam omnis provident et doloribus quia consequuntur. Sed non velit officiis natus eligendi. Et dolor quibusdam similique laudantium est libero ut aut ipsam.;;15/09/2019;2
Faure GIE;+33 607546285;Richard;04/09/2019 11:34:25;AGR_201909040TDD;14841_f04599cb-b01d-4f1b-a1c0-eeae78fe529a;3697 Hubert de l'Odéon;;10763;Port Julien;773.09;t3;ABS;60103;NON;Marchand;06/09/2019 12:45:02;06/09/2019 12:59:56;09/09/2019 17:43:27;OUI;;05/09/2019 12:15:08;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0569178654;;Qui perspiciatis molestiae quis veniam aut qui. Voluptatem accusamus nemo architecto consectetur officia molestiae nisi. Dolor suscipit rem necessitatibus quibusdam laboriosam ea ipsam. Quidem vel maiores nihil earum. Officia laborum aliquam.;;09/09/2019;1
Roger, Pierre and Dumont;+33 386859754;Renaud;06/09/2019 17:29:35;AGR_201909061CLB;023958R_728c0c79-437d-45ef-8b32-e676b301a407;59270 Marie de Presbourg;;21679;Baptistefurt;223.15;t1;ABS;2707;OUI;Picard;09/09/2019 16:53:04;09/09/2019 17:03:29;09/09/2019 17:45:22;OUI;;;;Terminé;REFUSE;NON;0707889917;TAUX EFF;Aliquam vero autem consequuntur et rerum quis animi. Quia magnam vero ea dolorem occaecati atque excepturi. Consequatur non sed nihil beatae sit quos nemo dolores repudiandae. Sed enim aut magni labore culpa illo. Architecto in sequi possimus tenetur. Quos sequi cupiditate.;;01/10/2019;1
Meunier SA;0518905297;Barre;06/09/2019 17:35:29;AGR_201909061A35;020534U_e95cf18b-eaa3-4439-a4a5-3bce9b1a8078;29330 Noah de la Paix;;78561;East Maxenceport;254.14;f1;ABS;60445;OUI;Carpentier;09/09/2019 17:11:39;09/09/2019 17:26:10;09/09/2019 17:47:45;OUI;;;;Terminé;REFUSE;NON;0686458553;TAUX EFF;Laborum praesentium est ut impedit quis. Recusandae tempora ut. Sunt eaque consectetur sunt ut nobis rerum architecto perspiciatis rem. Accusantium nesciunt et. Perspiciatis qui facilis qui dolore iusto id. Distinctio accusamus dolor totam sunt illo.;;31/10/2019;1
Perez - Dumas;+33 230593960;Guillot;05/09/2019 12:42:49;AGR_201909050ZBD;016614J_32cbc363-a6c9-4827-9198-5e3dd4c5dbdc;106 Leclerc de la Huchette;;12263;Lilouhaven;643.02;t1;ABS;20806;OUI;Roux;05/09/2019 18:09:00;05/09/2019 19:18:55;09/09/2019 17:48:05;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0467150302;;Esse quia repellat blanditiis. Perferendis veritatis unde qui tenetur ex porro eum quae harum. Fugit quo voluptas hic nulla quos hic.;;;2
Perrot, Schneider and Dufour;0437768520;Bernard;06/09/2019 11:24:29;AGR_201909060VOT;undefined_d899cbd7-a1f7-4eb1-8f87-d4cb5495de6c;14860 Boyer de l'Odéon;;77440;Marieview;139.78;t2;ABS;44061;OUI;Carre;09/09/2019 09:32:48;09/09/2019 09:40:56;09/09/2019 17:50:25;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0279135946;;Quos adipisci impedit non et quisquam vero ut qui. Magnam nesciunt excepturi expedita quidem officiis nesciunt. Quia aliquam dolorum ut ad in. Eum magni odit. Quasi ut culpa quo vero sint rerum.;;09/09/2019;1
Barre SAS;+33 361118251;Schmitt;06/09/2019 17:37:33;AGR_201909061CYL;901707R_d196d7ec-2035-446d-9420-b05f5125ec89;70406 Baron d'Assas;;61156;New Maeva;273.85;t1;ABS;65182;OUI;Martin;09/09/2019 17:16:37;09/09/2019 17:29:18;09/09/2019 17:51:19;OUI;;;;Terminé;REFUSE;NON;0229541760;TAUX EFF;Ab nemo id ut sed. Quos itaque at et totam tempora veritatis distinctio architecto ea. Beatae in sapiente. Porro magni sunt et et expedita facere reprehenderit. Tempore quibusdam eum veniam excepturi architecto consequuntur. Eum omnis et ipsa.;;01/10/2019;1
Martin EURL;0379119074;Guillaume;06/09/2019 11:29:11;AGR_201909060T4N;45320_15d0c9e8-c14f-4f80-8e87-aefc6de29f02;5691 Morel Vaneau;;06156;Leroyshire;778.68;f2;ABS;87969;NON;Chevalier;09/09/2019 10:34:29;09/09/2019 11:13:21;09/09/2019 17:52:54;OUI;;06/09/2019 12:31:32;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0495342075;;Voluptatum nemo fuga delectus. Enim dolorem sed libero illo rerum. Est possimus qui. Facere unde qui deleniti esse. Molestiae aut dolorem recusandae nostrum quidem dolorum.;;23/09/2019;1
Brun - Rodriguez;0266260557;Le roux;06/09/2019 18:20:10;AGR_201909061EXM;10756_2b286d7f-bbdc-44f4-92fc-faa98142fc1e;26210 Mathilde de Presbourg;;93074;Rousseauside;519.05;t2;ABS;35951;OUI;Riviere;09/09/2019 16:31:46;09/09/2019 16:41:56;09/09/2019 17:55:36;OUI;;;;Terminé;REFUSE;NON;+33 527022168;TAUX EFF;Adipisci voluptas ipsum. Quis enim exercitationem. Soluta nam dolores aliquam dolores repudiandae qui. Est rerum ut reiciendis excepturi itaque labore rerum excepturi. Ex vitae ut consequatur iure aut vero.;;10/09/2019;2
Vidal GIE;0128430081;Perrot;26/08/2019 14:51:42;AGR_2019082615A6;002233C_d2632209-9334-49ee-8b08-2dd27dd982b6;031 Lou du Dahomey;;93393;Port Chloé;972.42;f1;ABS;92815;OUI;Paris;27/08/2019 09:25:25;27/08/2019 09:51:11;27/08/2019 15:57:11;OUI;;;;Terminé;ACCEPTE;OUI;0632213747;;Ut autem iste sit. Assumenda omnis est sequi recusandae. Ex nihil neque voluptates ut laboriosam facere. Provident quas dolorem tempora est commodi officiis. Illo provident quam. Ullam nulla nihil dolore est accusantium voluptatum.;;01/09/2019;2
Noel, Marty and Masson;0287657260;Picard;04/09/2019 17:35:37;AGR_201909041A3D;110222-1_62d851f4-2151-4b3c-84c8-bf93cfb605ec;4175 Laine de la Bûcherie;;05457;Port Paul;2.33;f1;ABS;96017;OUI;Charpentier;05/09/2019 14:01:27;09/09/2019 16:32:39;10/09/2019 11:26:48;OUI;;06/09/2019 17:51:11;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0404945707;;Veniam ullam eveniet pariatur ipsam molestias animi. Tenetur nesciunt aut dolores rerum eum tenetur repellat. Amet autem laborum iste consequatur omnis quod.;;10/09/2019;2
Roche, Fabre and Leroy;+33 185826915;Laurent;30/08/2019 14:48:13;AGR_20190830154D;14481Q_a27a3c8b-e8b8-43f4-83d8-9ced4b92123b;53975 Paul Oberkampf;;01829;Michelland;295.32;t2;ABS;60123;OUI;Brunet;02/09/2019 12:30:12;02/09/2019 12:41:16;04/09/2019 12:41:05;OUI;;;;Terminé;ACCEPTE;OUI;+33 777915907;;Praesentium est molestias eius ipsa corrupti nisi. Excepturi minima eos libero voluptas. Ex explicabo omnis quis ea asperiores. Dolor molestiae eum accusantium. Voluptate accusantium non alias. Ipsa quam voluptatum modi provident est.;;02/09/2019;1
Fernandez - Petit;0300375924;Masson;16/08/2019 09:33:27;AGR_201908160QJR;10756_da4d696a-4ff8-40e4-8c4d-4b2958d09b1b;44429 Lou du Faubourg-Saint-Denis;;49890;Mohamedmouth;869.47;f1;ABS;51197;OUI;Nguyen;16/08/2019 15:52:49;21/08/2019 11:09:38;21/08/2019 17:24:55;OUI;;20/08/2019 17:36:05;;Terminé;ACCEPTE;OUI;0480881129;;Sit sunt neque et nulla. Voluptatem eius aut voluptatibus officia distinctio et id quidem quae. Voluptatum fuga earum. Dolores error alias provident maiores numquam. Qui porro rerum voluptatem velit nam aut odit quia. Aut esse quidem maxime veniam temporibus nemo.;;01/09/2019;1
Huet, Perrin and Moulin;+33 165802972;Faure;04/09/2019 11:39:39;AGR_201909040TM3;undefined_42293b64-8ec9-49e6-9dc4-77df36c0aec6;93144 Barre Saint-Dominique;;24812;East Clarafort;841.13;f2;ABS;66842;NON;Fernandez;06/09/2019 09:42:36;10/09/2019 11:06:58;10/09/2019 12:46:17;OUI;;06/09/2019 09:22:16;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;+33 707724309;;Porro ducimus ex et natus dolores quo hic. Consectetur minima quisquam voluptas eligendi ut illum a sunt. Ipsum voluptas nisi et est maxime et non. Voluptatem iste fugiat blanditiis omnis laboriosam accusamus debitis. Molestiae veritatis qui optio.;;10/09/2019;3
Marie - Barre;0580477433;Perrin;02/09/2019 17:31:42;AGR_201909021COU;undefined_8d2aa273-c7b1-490d-9c57-622b29aee382;6813 Dumas de la Bûcherie;;04767;North Raphaël;918.82;t1;ABS;94638;NON;Guerin;10/09/2019 10:15:11;10/09/2019 10:20:15;10/09/2019 12:53:07;OUI;;04/09/2019 09:16:10;;Terminé;REFUSE;NON;0159919984;TAUX EFF;Dolorum eos consequuntur odit. Quae dicta ipsa nulla voluptatum. Et illum assumenda nam corporis expedita. Quaerat aut a deserunt libero aut veniam iure quo tempora.;;10/09/2019;1
Perrot SCOP;+33 425810383;Menard;06/09/2019 17:09:44;AGR_2019090618W8;C019805 C_614f8118-1725-4556-af92-2c2e11fd1f14;85406 Laurent de l'Odéon;;76902;Martyfort;889.47;f2;ABS;89080;OUI;Lemaire;07/09/2019 11:45:55;10/09/2019 11:45:59;10/09/2019 13:03:32;OUI;;;;Terminé;REFUSE;NON;0447417925;TAUX EFF;Corrupti exercitationem velit exercitationem saepe. Esse ad dignissimos qui laboriosam quos eum numquam sint. Tempora nihil quis deserunt.;;07/11/2019;2
Sanchez - Le gall;+33 210330846;Lopez;06/09/2019 17:52:35;AGR_201909061DNN;008134R_6bbfc84b-3dd1-429f-9161-0e0c0b48d49a;5457 Jacquet Dauphine;;40164;East Mathildestad;775.34;f2;ABS;97206;OUI;Morin;09/09/2019 18:46:09;09/09/2019 18:48:46;10/09/2019 13:04:51;OUI;;;;Terminé;REFUSE;NON;0312376473;TAUX EFF;Earum ut dolor et. Quod et est aspernatur officia ut est. Veniam eligendi reiciendis deleniti sit. Ipsum ea aperiam ducimus non. Totam voluptatem corporis culpa voluptas repudiandae eos laboriosam quia. Adipisci occaecati qui inventore laborum repellendus odio.;;13/09/2019;1
Fernandez, Schneider and Marchand;+33 366612324;Garnier;05/09/2019 12:22:37;AGR_201909050YDP;000838L_1790c752-1163-4acb-8959-379d1bcdc015;635 Dupont du Bac;;69712;Guillaumechester;888.33;f1;ABS;94386;OUI;Denis;06/09/2019 09:44:28;06/09/2019 10:02:25;10/09/2019 13:06:50;OUI;;;;Terminé;REFUSE;NON;0676605958;TAUX EFF;Incidunt consequuntur non et et officiis unde facere. Officia consequatur enim distinctio ab molestiae. Dicta a quam atque sit aut laborum asperiores aut. Distinctio accusamus maiores.;;01/10/2019;1
Garcia - Jean;+33 223851071;Rey;23/08/2019 10:45:50;AGR_201908230TWE;undefined_71eaa937-d6d7-4efa-96e8-c8ee9a894b70;452 Mohamed Lepic;;54216;West Romane;956.81;t3;ABS;16656;OUI;Roy;23/08/2019 18:54:13;26/08/2019 16:22:48;28/08/2019 11:25:41;OUI;;;;Terminé;ACCEPTE;OUI;0179339626;;Iste eveniet corrupti alias. Nulla impedit id sapiente ut consectetur. Commodi enim officiis est. Rerum ea error est et. Eligendi sit architecto eum voluptatibus id quis odit non excepturi. Quod sequi eum.;;15/11/2019;2
Berger - Lopez;0140376135;Roux;23/08/2019 10:14:51;AGR_201908230SGR;undefined_c40d362c-902e-4b12-802e-7a71a8d95442;156 Denis Adolphe Mille;;12656;West Céliaton;549.67;f1;ABS;27166;OUI;Riviere;23/08/2019 18:12:53;28/08/2019 11:57:43;28/08/2019 17:43:04;OUI;;27/08/2019 16:32:55;;Terminé;ACCEPTE;OUI;0315917334;;Sit vitae animi facere enim aut eaque vero in. Laboriosam dignissimos impedit. Dicta unde porro quae cumque eos illo. Velit quisquam ab harum ut earum error accusamus adipisci expedita. In rem dolorem sint vitae eaque dolores accusamus quo non. Voluptate et accusamus tempore ea doloribus tempore labore omnis.;;11/10/2019;2
Sanchez - Morin;0582945362;Adam;21/08/2019 17:19:37;AGR_201908211C4P;28713_28bf1ab6-bcb8-4290-880b-2eeb41f17262;495 Cousin Royale;;42633;New Julieville;546.31;f2;ABS;36841;OUI;Martinez;22/08/2019 11:56:53;22/08/2019 12:03:28;26/08/2019 16:58:43;OUI;;;;Terminé;ACCEPTE;OUI;0488391244;;Doloribus facilis nisi. Necessitatibus excepturi nobis. Ducimus voluptas itaque rem ut unde ea qui sed magnam.;;22/08/2019;1
Blanc, Royer and Caron;+33 539165994;Masson;23/08/2019 15:48:44;AGR_201908231558;undefined_e0efbedc-b100-4a5e-a9e7-fe2ebb61f633;700 Ethan Saint-Jacques;;17362;Lake Inesberg;616.94;t1;ABS;98602;OUI;Lemoine;24/08/2019 16:37:44;24/08/2019 16:42:23;27/08/2019 13:55:57;OUI;;;;Terminé;ACCEPTE;OUI;+33 533685203;;Rerum omnis fugiat iure voluptas. Repudiandae ut mollitia aut omnis. Animi quasi nobis nostrum non est sed nam veritatis. Necessitatibus molestias cum exercitationem velit ut et. Dolor beatae est consequatur. Ut dignissimos necessitatibus ducimus consequuntur dolores.;;03/09/2019;1
Benoit EI;0440859468;Roux;02/08/2019 15:10:56;AGR_201908021668;204_5735d3f2-3a50-4897-9b85-6a62aa7ed0d1;06457 Dubois des Panoramas;;24613;South Mathildehaven;144.35;t2;ABS;31561;OUI;Roy;02/08/2019 17:31:26;02/08/2019 17:42:21;05/08/2019 16:30:04;OUI;;;;Terminé;ACCEPTE;OUI;+33 299600720;;Sunt reprehenderit nisi consequatur minima. Eos quia nisi consequuntur et alias beatae. Magni non totam aut accusamus dolorum deleniti praesentium. Ut vero minus distinctio ut consequatur aspernatur. Distinctio et dolores.;;02/08/2019;1
